	Haltung	Begründung	true	model	run
270	konservativ	"Der Autor beklagt die „Verweiblichung"" der Literatur, die er auf die weibliche Leserschaft zurückführt und als qualitativ minderwertig ansieht. Er stellt männliche Eigenschaften wie ""herbe Kraft"" und ""harten Eigensinn"" als Ideal für die hohe Literatur dar, während er weiblichen Geschmack als sentimental, oberflächlich und weichlich kritisiert. Damit befürwortet der Text eine strikte Trennung der Geschlechterrollen und idealisiert ein traditionelles, patriarchales Kulturverständnis."	konservativ	google/gemini-2.5-pro	1
271	konservativ	Der Artikel vertritt eine konservative Haltung, da er Frauen ausschließlich in traditionellen Rollen als Ehefrauen und Mütter darstellt, deren sozialer Status und Ehrgeiz vom militärischen Rang ihres Mannes abhängen. Er idealisiert häusliche Tugenden wie Sparsamkeit und Haushaltsführung und verstärkt so ein patriarchalisches Weltbild, ohne progressive Themen wie Frauenrechte oder eine eigene Berufstätigkeit zu erwähnen.	neutral	google/gemini-2.5-pro	1
272	konservativ	"Der Artikel positioniert sich klar gegen die Frauenbewegung, da sie die berufstätige Frau von ihrer als primär angesehenen Rolle als Mutter und damit von der Fortpflanzung fernhalte, was als negative Auslese für das Volk (im Sinne der Rassenhygiene) gewertet wird. Er idealisiert das traditionelle Familienbild, in dem die Frau von der ""Last des Berufs"" befreit wird, um sich als Hausfrau der Familie zu widmen und warnt davor, dass die ""Frauenherrschaft"" jedes Volk zugrunde richte."	anderes Thema	google/gemini-2.5-pro	1
273	progressiv	"Der Artikel befürwortet uneingeschränkt die Anstellung von Frauen in einem öffentlichen, auch besoldeten Amt und feiert die Erlangung der vollen Gleichstellung mit Männern, inklusive ""Sitz und Stimme"" in den Kommissionen. Er argumentiert, dass anfängliche Vorurteile gegen die Fähigkeiten von Frauen widerlegt wurden und hebt die Notwendigkeit einer beruflichen Ausbildung für Frauen in diesem Feld hervor. Obwohl er sich auf traditionelle weibliche Eigenschaften beruft, ist das gefeierte Ergebnis – Frauen als gleichberechtigte Akteurinnen im öffentlichen Dienst – für die damalige Zeit progressiv."	progressiv	google/gemini-2.5-pro	1
274	progressiv	"Der Artikel beschreibt die Frauenbewegung als eine notwendige und nützliche soziale Kraft, die auf die durch die Industrialisierung veränderte Realität reagiert. Er zählt die Errungenschaften der Bewegung wie die Verbesserung der Frauenbildung, die Öffnung von Universitäten und die Erschließung neuer Berufe für Frauen positiv auf. Das traditionelle Bild der ""Frau im Haus"" wird als überholt dargestellt, und das Frauenstimmrecht wird als eine wichtige Forderung des linken Flügels der Bewegung benannt."	progressiv	google/gemini-2.5-pro	1
275	konservativ	Der Artikel nimmt eine konservative Haltung ein, indem er die zeitgenössische Frauenbewegung und ihre Forderungen zu Beginn herabwürdigt („grimmige Reden“). Er stellt die Gleichberechtigung im Baskenland als extremes und für Männer entwürdigendes System dar, um es als abschreckendes Beispiel und nicht als erstrebenswertes Ziel zu präsentieren. Die Beschreibung der männlichen Machtlosigkeit dient als rhetorisches Mittel, um die Forderungen der Frauenrechtlerinnen als absurd zu karikieren.	konservativ	google/gemini-2.5-pro	1
276	neutral	"Der Text nimmt eine gemischte Haltung ein: Einerseits werden progressive Forderungen wie Arbeitsschutzgesetze und die gewerkschaftliche Organisation von Arbeiterinnen unterstützt und die Ungerechtigkeit ihrer Behandlung beklagt. Andererseits wird die Erwerbsarbeit von Frauen als Gefahr für Sittlichkeit und Familienleben dargestellt, mit dem Ziel, die Frauen als ""tüchtige Hausfrauen und Mütter"" zu erhalten, was einem konservativen Ideal entspricht."	falsch	google/gemini-2.5-pro	1
277	konservativ	"Der Text idealisiert die Frau als aufopferungsvolle ""Gehilfin"" des Mannes, deren Hauptaufgabe es ist, während des Krieges das Heim und die Kinder für den kämpfenden Gatten zu bewahren. Obwohl die Frau zu mehr Verantwortung und zur Übernahme von Aufgaben in der Wohlfahrtspflege aufgerufen wird, geschieht dies als patriotische Pflicht und temporäre Notwendigkeit, nicht als Schritt zu mehr Rechten oder einer dauerhaften Veränderung der traditionellen Geschlechterrollen."	konservativ	google/gemini-2.5-pro	1
278	konservativ	Obwohl der Artikel die politische Bildung von Frauen befürwortet, ist das erklärte Ziel nicht deren Emanzipation, sondern die Stärkung des „nationalen Gedankens“ und des Vaterlandes. Der Text stellt die Pflichten der Frauen ausdrücklich über die Forderung nach neuen Rechten und grenzt sich von der „radikalen“ Frauenbewegung ab. Die Rolle der Frau wird als Dienst an der Nation und Familie definiert.	progressiv	google/gemini-2.5-pro	1
279	konservativ	"Obwohl der Artikel einleitend zugesteht, dass Frauen grundsätzlich alle Berufe offenstehen sollten, argumentiert er im Kern zutiefst konservativ. Er definiert die Rolle als Ehefrau und Mutter als den einzigen ""natürlichen Beruf"" der Frau und bezeichnet jede andere Erwerbstätigkeit als bloßen ""Ersatz"". Letztlich werden nur solche Berufe als wirklich ""weiblich"" und passend erachtet, die eine Erweiterung der häuslichen und mütterlichen Tätigkeiten darstellen."	ambivalent	google/gemini-2.5-pro	1
280	progressiv	Der Artikel nimmt eine progressive Haltung ein, da er die höhere Bildung für Frauen aktiv bewirbt und als erstrebenswert darstellt (Abiturientinnen-Kurse). Zudem kritisiert er die finanzielle Ausbeutung von erwerbstätigen Frauen und fordert eine faire Bezahlung und berufliche Anerkennung, was ein klares Eintreten für Frauenrechte im Berufsleben darstellt.	progressiv	google/gemini-2.5-pro	1
281	neutral	Der Text vertritt eine gespaltene Haltung. Einerseits befürwortet er in progressivem Sinne die Bildung von Frauen und deren Zugang zu Erwerbsarbeit für eine selbstständige Stellung. Andererseits lehnt er die politische Emanzipation, insbesondere das Frauenwahlrecht, vehement als unnatürlich und mit der traditionellen Frauenrolle unvereinbar ab, was eine klar konservative Position darstellt.	konservativ	google/gemini-2.5-pro	1
282	progressiv	Der Artikel bewirbt die Glasmalerei als einen neuen, qualifizierten und künstlerischen Beruf für Frauen, was eine Ausweitung der weiblichen Erwerbsarbeit darstellt. Er berichtet positiv über die Fähigkeiten und Erfolge der Schülerinnen und stellt die Tätigkeit als eine aussichtsreiche Karriere mit einem guten, bezifferten Einkommen dar. Damit unterstützt der Text die professionelle Bildung und ökonomische Selbstständigkeit von Frauen.	progressiv	google/gemini-2.5-pro	1
283	konservativ	Der Text argumentiert vehement gegen die intellektuelle Gleichstellung von Mann und Frau und nutzt dafür pseudo-wissenschaftliche, anthropologische Thesen wie unterschiedliche Schädelgrößen und die angebliche geistige Unfähigkeit der Frau während der Menstruation. Er lehnt die Forderung nach höherer Bildung für Mädchen (Einrichtung eines Gymnasiums) ab und definiert die einzig wahre Mission der Frau als Mutter und Erzieherin der Kinder, was einem zutiefst traditionellen Familienbild entspricht.	konservativ	google/gemini-2.5-pro	1
284	progressiv	"Der Text behandelt die professionelle Erwerbsarbeit von Frauen aus gebildeten Ständen als eine Selbstverständlichkeit und als einen ""befriedigenden Beruf"". Er erörtert verschiedene Karrierewege und sogar die Notwendigkeit, durch Abwechslung die Arbeitskraft der Frauen langfristig zu erhalten. Dies normalisiert und befürwortet die Berufstätigkeit von Frauen außerhalb des Haushalts, was für die damalige Zeit eine progressive Haltung darstellt."	progressiv	google/gemini-2.5-pro	1
285	progressiv	"Der Artikel stellt unter der Überschrift ""Neue Frauenberufe"" verschiedene, für die damalige Zeit untypische Berufe für Frauen vor und behandelt diese als ernstzunehmende Erwerbsmöglichkeiten. Er befürwortet explizit die Ausweitung der weiblichen Berufstätigkeit und Professionalisierung durch Ausbildung. Der ""Briefkasten des Frauenerwerb"" unterstreicht diese Haltung, indem er konkrete Fragen zur Berufsausbildung von Frauen beantwortet."	progressiv	google/gemini-2.5-pro	1
286	neutral	Der Text befürwortet klar die akademische Bildung von Frauen und deren Eintritt in qualifizierte Berufe wie Ärztin oder Lehrerin, was für die Zeit eine progressive Haltung darstellt. Gleichzeitig wird dieses Studium aber in einen streng konservativen, christlichen Rahmen gestellt, dessen primäres Ziel der Dienst an Gott, der Mission und dem Volk ist, anstatt eine grundlegende Infragestellung traditioneller Geschlechterrollen oder politische Gleichberechtigung zu fordern.	progressiv	google/gemini-2.5-pro	1
287	konservativ	Der Artikel vertritt eine konservative Haltung, da er die traditionelle Rolle der Frau als tüchtige Hausfrau und Mutter idealisiert. Er kritisiert junge Frauen, die sich von schwerer häuslicher Arbeit abwenden, und fordert, dass die Mädchenerziehung sich primär auf die Vorbereitung für den Hausfrauenberuf konzentrieren sollte. Moderne Lebensweisen von Frauen werden als moralischer und physischer Verfall dargestellt, der die Zukunft des Volkes bedrohe.	konservativ	google/gemini-2.5-pro	1
288	konservativ	Der Text vertritt eine klar konservative Haltung, da er das wissenschaftliche Studium für Frauen als unnatürlich und zum Scheitern verurteilt ablehnt. Er idealisiert die Rolle der Frau als Mutter und Hausfrau, deren einziger Beruf es sei, dem Vaterland Kinder zu gebären. Die Ziele der Frauenbewegung werden verspottet und die Forderung nach Frauenuniversitäten als gefährliches Unterfangen bezeichnet.	konservativ	google/gemini-2.5-pro	1
289	konservativ	Der Artikel idealisiert ein traditionelles Familienbild, in dem der Mann der Ernährer ist, während die Frau als zukünftige Hausfrau agiert. Er rechtfertigt explizit, dass in die Ausbildung von Söhnen mehr investiert wird als in die Aussteuer der Töchter, da die Frau finanziell von ihrem Mann abhängig sein wird und gegenüber ihren Brüdern die „Pflicht“ habe, „auf Gleichstellung zu verzichten“. Die befürwortete Selbstständigkeit der Braut bei der Verwaltung des Geldes dient daher nicht der Emanzipation, sondern ist lediglich eine „Vorschule für die zukünftige Hausfrau“.	progressiv	google/gemini-2.5-pro	1
290	konservativ	Der Text argumentiert explizit gegen die progressive Forderung, Frauen in der Ehe die selbständige Verwaltung ihres Vermögens zu gestatten. Er verteidigt das traditionelle Familienbild, in dem der Mann als verantwortliches Oberhaupt die Verfügungsgewalt über das gemeinsame Vermögen haben soll. Die Frauenbewegung wird als realitätsfern abgetan und die Verantwortung für den Schutz des Vermögens auf den Charakter und das moralische Gewicht der Frau anstatt auf gesetzliche Rechte verlagert.	konservativ	google/gemini-2.5-pro	1
291	progressiv	Der Artikel behandelt die Erwerbstätigkeit von Frauen als Lehrerinnen als eine Selbstverständlichkeit, was für die damalige Zeit eine progressive Haltung ist. Er plädiert nicht für einen strengen, unterwürfigen Stil, sondern ermutigt zu einer positiven und individuellen äußeren Erscheinung im Beruf. Es wird argumentiert, dass Professionalität und eine fröhliche Weiblichkeit sich nicht ausschließen.	neutral	google/gemini-2.5-pro	1
292	progressiv	Der Artikel befürwortet die Erwerbsarbeit von Frauen und stellt sie als respektablen Weg zur ökonomischen Selbstständigkeit dar. Er hebt hervor, dass Frauen durch diese Arbeit sogar in der Lage sein können, eine ganze Familie zu ernähren, was dem traditionellen Rollenbild des männlichen Ernährers widerspricht. Zudem werden Karrieremöglichkeiten für Frauen und der einfache Zugang zum Beruf für Frauen jeden Alters positiv beschrieben, was für die damalige Zeit eine klar progressive Haltung ist.	progressiv	google/gemini-2.5-pro	1
293	konservativ	Der Artikel idealisiert traditionelle Geschlechterrollen, indem er die Dominanz von Frauen im Literaturbetrieb als Verweichlichung und Verfall der ‚männlich-herben‘ deutschen Literatur kritisiert. Er beschreibt weiblichen Einfluss als Ursache für oberflächliche, gefühlsdüslige ‚Goldschnitt-Literatur‘ und lehnt damit sowohl die ästhetische als auch gesellschaftliche Emanzipation von Frauen im kulturellen Raum ab.	konservativ	deepseek/deepseek-r1-0528:free	2
294	konservativ	Der Artikel idealisiert das traditionelle Familienbild, indem er Frauen primär als Ehefrauen und Mütter in Abhängigkeit vom militärischen Rang ihrer Männer darstellt und ihre häuslichen Pflichten betont. Zudem kritisiert er den Bildungsaufstieg von Unteroffizierskindern als 'Halbbildung' – ein typisch konservatives Argument gegen soziale Mobilität. Progressive Themen wie Frauenrechte, Bildung oder Erwerbstätigkeit werden weder gefordert noch positiv thematisiert.	neutral	deepseek/deepseek-r1-0528:free	2
295	konservativ	Der Artikel lehnt die Frauenbewegung und Frauenberufstätigkeit als biologisch schädlich ab, idealisiert die traditionelle Mutterrolle und fordert, Frauen vom Berufsleben fernzuhalten, um ihrem 'mütterlichen Beruf' nachgehen zu können. Er stellt dies als rassenhygienische Notwendigkeit zur Erhaltung des 'Volkstums' dar.	anderes Thema	deepseek/deepseek-r1-0528:free	2
296	progressiv	Der Artikel befürwortet aktiv die gleichberechtigte Berufstätigkeit von Frauen in der öffentlichen Armenpflege und hebt ihre formale Integration in Behördenstrukturen hervor (z.B. Sitz- und Stimmrecht in Kommissionen). Er argumentiert gegen veraltete Vorurteile über weibliche Weichherzigkeit und betont die Notwendigkeit spezieller Ausbildung, was Bildungszugang für Frauen fördert.	progressiv	deepseek/deepseek-r1-0528:free	2
297	progressiv	Der Artikel würdigt ausführlich die Errungenschaften der Frauenbewegung wie verbesserte Bildung, Berufszugänge und organisatorische Vernetzung. Er befürwortet explizit Frauenstimmrecht, gleiche Arbeitsbedingungen und die wirtschaftliche Unabhängigkeit von Frauen und argumentiert gegen traditionelle Rollenbilder ('die Frau gehört ins Haus').	progressiv	deepseek/deepseek-r1-0528:free	2
298	konservativ	Der Artikel lehnt die Frauenrechtsbewegung explizit ab, verspottet Aktivistinnen durch Aussagen wie 'grimmige Reden' und stellt das baskische System ironisch als 'Lösung' dar, das traditionelle Hierarchien durch verspottete matriarchale Extreme ersetzt und zeitgenössische Forderungen nach Gleichberechtigung untergräbt.	konservativ	deepseek/deepseek-r1-0528:free	2
299	anderes Thema	Der Artikel behandelt primär außenpolitische Spannungen (Marokko-Krise), innenpolitische Machtverhältnisse im Deutschen Reich und militärstrategische Fragen. Der kurze Abschnitt über Arbeiterinnen analysiert zwar deren prekäre Lage, dient dabei aber sozialkonservativen Zielen der Volksgesundheit und Familienbewahrung, ohne progressive Forderungen (wie Frauenwahlrecht oder Bildungsgleichheit) zu thematisieren.	falsch	deepseek/deepseek-r1-0528:free	2
